quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,log_fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,pax_city1,pax_city2
2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",10800,11884,22,26,962,137,5.345391773933965,11,0.7266,186.87,11,0.7266,186.87,3054729,1905541
2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",12892,11884,71,26,962,354,5.415433513216716,2,0.4688,193.12,2,0.4688,193.12,32326616,1905541
2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",12954,11884,74,26,962,49,5.22810947150454,11,0.7428,167.81,11,0.7428,167.81,1600987,1905541
2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",13891,11884,91,26,962,139,5.373934913006625,11,0.6792,189.26,11,0.6792,189.26,2840758,1905541
2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",14908,11884,119,26,962,265,5.2560881323303,11,0.3945,174.21,6,0.2414,92.02,5536313,1905541
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,13796,22,61,372,1235,4.784570814354383,11,0.9978,119.68,11,0.9978,119.68,3054729,5506232
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14771,22,92,372,962,4.8307108619020225,11,0.7469,114.96,11,0.7469,114.96,3054729,20411420
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14831,22,93,372,977,4.7835673858898895,11,0.9999,119.53,11,0.9999,119.53,3054729,5590137
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,13796,71,61,372,1405,4.7209066844706875,11,0.8062,109.43,11,0.8062,109.43,32326616,5506232
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,14771,71,92,372,4079,4.880526608749235,10,0.3158,144.67,11,0.1852,102.88,32326616,20411420
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12892,14831,71,93,372,1593,4.768648654980566,11,0.5287,107.58,11,0.5287,107.58,32326616,5590137
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,13796,74,61,372,677,4.741535060508608,11,0.9963,114.62,11,0.9963,114.62,1600987,5506232
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,14771,74,92,372,3,4.692906300292178,11,0.8438,112.83,11,0.8438,112.83,1600987,20411420
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,14831,74,93,372,450,4.6568134191399295,11,0.9969,105.29,11,0.9969,105.29,1600987,5590137
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13891,13796,91,61,372,635,4.866764923676554,11,0.9959,129.9,11,0.9959,129.9,2840758,5506232
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13891,14771,91,92,372,284,5.047352877031418,10,0.892,161.58,5,0.0824,83.15,2840758,20411420
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",13891,14831,91,93,372,522,4.86460709299957,11,0.9965,129.62,11,0.9965,129.62,2840758,5590137
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14908,13796,119,61,372,1328,4.905571030847646,11,0.9009,140.0,8,0.094,87.68,5536313,5506232
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14908,14771,119,92,372,1202,5.117274991252462,2,0.5727,156.3,2,0.5727,156.3,5536313,20411420
2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14908,14831,119,93,372,1311,4.986615788252036,11,0.9953,146.43,11,0.9953,146.43,5536313,5590137
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10800,11697,22,24,2343,10,5.8734408574967585,11,0.4494,317.2,11,0.4494,317.2,3054729,15370165
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10800,13303,22,56,2343,12,5.733729551024153,1,0.3304,408.53,8,0.2143,210.15,3054729,23949892
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12892,11697,71,24,2343,1349,5.7302296446710494,3,0.3841,384.63,8,0.2202,171.12,32326616,15370165
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12892,13303,71,56,2343,1987,5.871413316040152,1,0.7659,369.48,3,0.1616,300.44,32326616,23949892
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,11697,74,24,2343,7,5.334938550003682,11,0.9516,208.77,1,0.0161,170.0,1600987,15370165
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,13303,74,56,2343,20,5.454594355605302,11,0.6778,212.68,11,0.6778,212.68,1600987,23949892
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13891,11697,91,24,2343,37,5.976680804115233,1,0.4543,418.8,11,0.2419,317.62,2840758,15370165
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13891,13303,91,56,2343,57,5.828504343792647,1,0.4088,427.73,5,0.1228,129.72,2840758,23949892
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14908,11697,119,24,2343,55,5.878519788091848,1,0.4515,381.38,11,0.1188,276.67,5536313,15370165
2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14908,13303,119,56,2343,65,5.83129579495516,1,0.5946,369.37,10,0.1223,366.12,5536313,23949892
2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",10800,14730,22,90,1843,15,5.917441186759196,11,0.5547,339.25,8,0.146,210.44,3054729,1893647
2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",12892,14730,71,90,1843,275,5.6321432475140485,8,0.6359,178.0,8,0.6359,178.0,32326616,1893647
2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",12954,14730,74,90,1843,8,5.754570641488306,11,0.92,294.89,11,0.92,294.89,1600987,1893647
2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",13891,14730,91,90,1843,39,6.071384170283856,11,0.3934,314.17,11,0.3934,314.17,2840758,1893647
2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",14908,14730,119,90,1843,49,6.044697209704708,1,0.3714,503.85,8,0.1407,208.18,5536313,1893647
2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",10800,14893,22,95,404,1033,4.739701078945697,11,0.9952,114.36,11,0.9952,114.36,3054729,6040824
2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12892,14893,71,95,404,1227,4.877180089045576,11,0.5881,116.06,11,0.5881,116.06,32326616,6040824
2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12954,14893,74,95,404,733,4.692906300292178,11,0.9956,109.13,11,0.9956,109.13,1600987,6040824
2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",13891,14893,91,95,404,858,4.911772143292383,11,0.9891,135.33,11,0.9891,135.33,2840758,6040824
2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",14908,14893,119,95,404,1132,4.9783186926197125,11,0.9806,145.44,11,0.9806,145.44,5536313,6040824
2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,22,103,2158,30,5.809372963868082,11,0.5071,315.86,8,0.1036,168.69,3054729,10539459
2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,71,103,2158,634,5.920907953644847,4,0.4447,421.42,10,0.2897,358.87,32326616,10539459
2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,74,103,2158,13,5.64300575794059,11,0.8548,275.46,11,0.8548,275.46,1600987,10539459
2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,91,103,2158,71,5.86348912005414,11,0.3496,306.84,5,0.116,136.01,2840758,10539459
2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,119,103,2158,104,5.880505053049673,1,0.4131,404.89,11,0.2196,308.88,5536313,10539459
2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",10800,14683,22,87,1211,54,5.410171751322179,11,0.6371,214.89,11,0.6371,214.89,3054729,4751610
2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",12892,14683,71,87,1211,645,5.470420223147659,4,0.3894,241.99,11,0.2784,209.81,32326616,4751610
2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",12954,14683,74,87,1211,39,5.372960909543802,11,0.8028,199.56,11,0.8028,199.56,1600987,4751610
2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",13891,14683,91,87,1211,137,5.446133741242255,11,0.5537,212.4,11,0.5537,212.4,2840758,4751610
2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",14908,14683,119,87,1211,145,5.499746864955492,11,0.4012,225.87,11,0.4012,225.87,5536313,4751610
2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",10800,13244,22,53,1619,17,5.837701292221988,11,0.3806,322.58,8,0.1742,157.52,3054729,2163692
2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",12892,13244,71,53,1619,453,5.430529138856541,6,0.4776,110.69,6,0.4776,110.69,32326616,2163692
2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",12954,13244,74,53,1619,12,5.730781368822975,11,0.5321,226.43,11,0.5321,226.43,1600987,2163692
2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",13891,13244,91,53,1619,39,5.91838297110639,1,0.4365,419.26,11,0.232,284.67,2840758,2163692
2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",14908,13244,119,53,1619,57,5.83720552807891,1,0.5488,371.27,11,0.1071,297.37,5536313,2163692
2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",10800,13264,22,54,659,54,4.71644318839752,12,0.8603,86.12,12,0.8603,86.12,3054729,504085
2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12892,13264,71,54,659,168,5.218299658562005,2,0.4224,185.18,6,0.1468,91.95,32326616,504085
2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12954,13264,74,54,659,2,5.775203506884463,4,0.5714,283.62,4,0.5714,283.62,1600987,504085
2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",13891,13264,91,54,659,18,5.59868118465576,10,0.5122,240.31,10,0.5122,240.31,2840758,504085
2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",14908,13264,119,54,659,72,4.92768837327533,6,0.6561,80.39,6,0.6561,80.39,5536313,504085
2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",10800,13871,22,63,1330,48,5.603298936077879,11,0.7608,260.74,5,0.0456,111.9,3054729,2204395
2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12892,13871,71,63,1330,262,5.588857849848298,1,0.4378,313.81,6,0.1663,119.9,32326616,2204395
2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12954,13871,74,63,1330,29,5.513186781410001,11,0.8951,233.51,11,0.8951,233.51,1600987,2204395
2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",13891,13871,91,63,1330,53,5.618442427489185,11,0.6736,261.54,11,0.6736,261.54,2840758,2204395
2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",14908,13871,119,63,1330,94,5.651822291280947,11,0.5741,260.38,11,0.5741,260.38,5536313,2204395
2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",10800,13342,22,57,1756,51,5.80124185841777,11,0.7017,317.99,11,0.7017,317.99,3054729,2671281
2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",12892,13342,71,57,1756,198,5.83653439690594,4,0.273,387.16,8,0.1282,166.74,32326616,2671281
2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",12954,13342,74,57,1756,20,5.679728824552481,11,0.9037,277.37,11,0.9037,277.37,1600987,2671281
2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",13891,13342,91,57,1756,56,5.847969394968699,11,0.5386,316.6,11,0.5386,316.6,2840758,2671281
2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",14908,13342,119,57,1756,88,5.857647399373642,11,0.3296,308.48,8,0.1095,189.85,5536313,2671281
2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",10800,13495,22,59,1670,35,5.5606431687374025,11,0.5472,259.01,8,0.1572,147.97,3054729,5931899
2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",12892,13495,71,59,1670,1000,5.541185110709976,4,0.4045,314.57,8,0.2751,156.59,32326616,5931899
2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",12954,13495,74,59,1670,25,5.342812606434587,11,0.9825,208.38,11,0.9825,208.38,1600987,5931899
2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",13891,13495,91,59,1670,69,5.642793203029771,11,0.4811,249.37,11,0.4811,249.37,2840758,5931899
2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",14908,13495,119,59,1670,80,5.695918299599398,11,0.3538,268.11,11,0.3538,268.11,5536313,5931899
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10800,13931,22,66,2371,9,5.987757685176655,1,0.4368,444.85,10,0.1034,315.56,3054729,2065116
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12892,13931,71,66,2371,211,6.013250500429839,1,0.4071,407.98,1,0.4071,407.98,32326616,2065116
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12892,14098,71,70,2371,12,6.040468974035795,1,0.9643,420.23,1,0.9643,420.23,32326616,80228
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12954,13931,74,66,2371,6,5.764689409559722,11,0.7843,319.7,11,0.7843,319.7,1600987,2065116
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,13931,91,66,2371,58,5.926605974759485,1,0.443,431.09,5,0.1383,152.8,2840758,2065116
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,14098,91,70,2371,1,6.093050447861794,1,1.0,442.77,1,1.0,442.77,2840758,80228
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14908,13931,119,66,2371,50,6.034715589102297,1,0.3922,433.28,4,0.2457,369.19,5536313,2065116
2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14908,14098,119,70,2371,1,6.069374212232139,1,1.0,432.41,1,1.0,432.41,5536313,80228
2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",10800,13851,22,62,1187,42,5.572610201880801,11,0.7815,247.54,11,0.7815,247.54,3054729,1928418
2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",12892,13851,71,62,1187,228,5.812038793426053,1,0.6879,356.27,11,0.1882,258.81,32326616,1928418
2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",12954,13851,74,62,1187,25,5.512016459034246,11,0.9027,237.19,11,0.9027,237.19,1600987,1928418
2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",13891,13851,91,62,1187,78,5.611630635372836,11,0.5722,250.77,11,0.5722,250.77,2840758,1928418
2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",14908,13851,119,62,1187,92,5.667222219344398,11,0.52,253.48,11,0.52,253.48,5536313,1928418
2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",10800,14057,22,69,859,467,5.42327460595242,2,0.6276,244.98,11,0.3153,188.57,3054729,7241882
2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12892,14057,71,69,859,2167,5.354177716044658,2,0.458,210.34,2,0.458,210.34,32326616,7241882
2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12954,14057,74,69,859,96,5.0709775231024175,11,0.9253,149.63,11,0.9253,149.63,1600987,7241882
2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",13891,14057,91,69,859,385,5.3383550535795665,11,0.4396,180.89,11,0.4396,180.89,2840758,7241882
2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",14908,14057,119,69,859,958,5.431886258469452,2,0.672,245.5,11,0.2022,182.57,5536313,7241882
2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",10800,14100,22,71,2402,38,5.865561130218826,1,0.6275,347.47,1,0.6275,347.47,3054729,12421168
2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12892,14100,71,71,2402,1572,5.998713211943893,1,0.767,438.77,8,0.1555,220.21,32326616,12421168
2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12954,14100,74,71,2402,19,5.763591077345062,11,0.5198,271.01,11,0.5198,271.01,1600987,12421168
2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",13891,14100,91,71,2402,96,5.905716008765504,1,0.5152,417.42,5,0.1747,164.91,2840758,12421168
2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",14908,14100,119,71,2402,168,5.986276110418857,1,0.6602,408.84,5,0.0738,179.3,5536313,12421168
2,32575,34252,"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",10800,14252,22,76,871,126,4.724285666878253,12,0.9203,88.2,12,0.9203,88.2,3054729,390762
2,32575,34252,"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",12892,14252,71,76,871,68,5.293706753990353,6,0.5625,78.47,6,0.5625,78.47,32326616,390762
2,32575,34252,"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",12954,14252,74,76,871,3,5.855787998137071,4,1.0,349.25,4,1.0,349.25,1600987,390762
2,32575,34252,"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",13891,14252,91,76,871,19,5.781391453983184,4,0.5754,323.07,2,0.3799,314.1,2840758,390762
2,32575,34252,"Los Angeles, CA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",14908,14252,119,76,871,26,5.727238550692542,4,0.4851,286.13,4,0.4851,286.13,5536313,390762
2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",10800,14492,22,81,2239,27,5.812038793426053,11,0.4303,307.91,11,0.4303,307.91,3054729,5849665
2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12892,14492,71,81,2239,674,5.9454729632569885,4,0.4766,423.73,1,0.3464,353.04,32326616,5849665
2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12954,14492,74,81,2239,11,5.682729065458369,11,0.8857,282.49,11,0.8857,282.49,1600987,5849665
2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",13891,14492,91,81,2239,85,5.753524566551015,4,0.2854,364.01,5,0.1911,131.89,2840758,5849665
2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",14908,14492,119,81,2239,104,5.937562589958617,1,0.3977,413.29,5,0.1028,155.14,5536313,5849665
2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",10800,14524,22,82,2305,7,6.03198249541087,1,0.7,390.97,1,0.7,390.97,3054729,2042834
2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",12892,14524,71,82,2305,266,5.7912132081480445,1,0.4482,299.49,3,0.1179,253.38,32326616,2042834
2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",12954,14524,74,82,2305,3,5.717981194056014,1,0.7917,222.47,1,0.7917,222.47,1600987,2042834
2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",13891,14524,91,82,2305,30,5.984213320393789,1,0.7,360.65,1,0.7,360.65,2840758,2042834
2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",14908,14524,119,82,2305,53,5.968733135105889,1,0.4525,417.2,4,0.312,320.34,5536313,2042834
2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",10800,14570,22,83,415,192,4.86081964885856,11,0.9864,127.8,11,0.9864,127.8,3054729,2132856
2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",12892,14570,71,83,415,804,4.932097009765773,11,0.4336,111.16,11,0.4336,111.16,32326616,2132856
2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",12954,14570,74,83,415,342,4.786240960880393,11,0.9981,119.73,11,0.9981,119.73,1600987,2132856
2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",13891,14570,91,83,415,72,4.986069340151006,11,0.8483,143.0,11,0.8483,143.0,2840758,2132856
2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",14908,14570,119,83,415,72,5.109877128745905,11,0.8228,160.89,8,0.0616,91.54,5536313,2132856
2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",10800,14869,22,94,590,404,5.189562206710999,4,0.5774,211.45,11,0.4175,134.6,3054729,12383843
2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",12892,14869,71,94,590,2153,4.882195678251343,4,0.4389,159.13,11,0.1805,104.82,32326616,12383843
2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",12954,14869,74,94,590,231,5.239416258627876,4,0.8886,194.37,11,0.101,134.93,1600987,12383843
2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",13891,14869,91,94,590,318,5.254992241809663,4,0.7891,201.61,11,0.1797,143.5,2840758,12383843
2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",14908,14869,119,94,590,821,5.31226958016604,4,0.719,224.04,11,0.2654,144.74,5536313,12383843
2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",10800,15370,22,104,1283,31,5.568420836725524,11,0.6937,241.73,11,0.6937,241.73,3054729,1447126
2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12892,15370,71,104,1283,234,5.497127240846793,1,0.4504,313.16,6,0.2834,114.41,32326616,1447126
2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12954,15370,74,104,1283,19,5.390212631252292,11,0.9205,217.37,1,0.0341,170.33,1600987,1447126
2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",13891,15370,91,104,1283,57,5.566013544911305,11,0.5977,232.11,11,0.5977,232.11,2840758,1447126
2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",14908,15370,119,104,1283,66,5.571393286610455,11,0.4596,243.81,10,0.2059,236.21,5536313,1447126
2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,10821,113,5,495,232,5.102119984218434,11,0.9201,156.11,11,0.9201,156.11,1893647,11151169
2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,11278,113,15,495,224,5.345200952446887,1,0.8908,210.81,11,0.0461,166.11,1893647,11553850
2,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,12264,113,33,495,78,5.398434157882809,10,0.8972,218.61,11,0.025,178.28,1893647,10266324
2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,11618,113,22,699,202,5.458180271934504,10,0.9132,227.02,10,0.9132,227.02,1893647,21774690
2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12197,113,30,699,7,5.798425765472822,1,0.5077,258.45,1,0.5077,258.45,1893647,916700
2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12391,113,38,699,10,5.451724913177348,11,0.8404,216.64,11,0.8404,216.64,1893647,611749
2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12478,113,42,699,11,5.798607688398644,1,0.6082,285.93,1,0.6082,285.93,1893647,27154885
2,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12953,113,46,699,348,5.440424383172866,1,0.4406,211.78,1,0.4406,211.78,1893647,14367463
2,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,11697,113,24,910,142,5.257807823209826,6,0.4171,102.44,6,0.4171,102.44,1893647,15370165
2,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,13303,113,56,910,166,5.611118789792782,1,0.6752,295.45,11,0.1209,215.29,1893647,23949892
2,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",14730,14112,113,73,729,55,4.527424837363238,6,1.0,92.52,6,1.0,92.52,1893647,1221120
2,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",14730,15304,113,103,729,320,5.163127456486353,11,0.7585,159.22,7,0.077,101.38,1893647,10539459
2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11259,34,14,812,38,5.497577977398914,11,0.8481,227.3,11,0.8481,227.3,3702997,7819129
2,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11298,34,17,812,486,5.643890917415595,1,0.8817,279.54,5,0.0208,134.89,3702997,35345138
2,33105,30466,"Cincinnati, OH","Phoenix, AZ",11193,10466,34,39,1569,100,4.806558805499272,6,1.0,122.31,6,1.0,122.31,3702997,973491
2,33105,30466,"Cincinnati, OH","Phoenix, AZ",11193,14107,34,72,1569,232,5.716073298740433,1,0.3332,328.15,5,0.1867,159.49,3702997,21852586
2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,10821,34,5,430,282,5.003140612333995,11,0.9345,140.54,11,0.9345,140.54,3702997,11151169
2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,11278,34,15,430,388,5.146738377088596,4,0.6197,171.55,1,0.3534,170.82,3702997,11553850
2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,12264,34,33,430,98,5.275151088516197,10,0.9498,190.8,11,0.0201,173.17,3702997,10266324
2,33105,31453,"Cincinnati, OH","Houston, TX",11193,12191,34,29,886,34,5.438035829717118,11,0.7445,203.95,11,0.7445,203.95,3702997,6462948
2,33105,31453,"Cincinnati, OH","Houston, TX",11193,12266,34,34,886,301,5.472900727246869,10,0.8353,235.02,5,0.0134,92.73,3702997,19814052
2,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,11618,34,22,626,525,5.307623925868336,10,0.5096,213.96,6,0.1363,86.11,3702997,21774690
